timestamp,open,high,low,close,volume
2025-04-10,528.3400,528.5400,489.5800,500.3000,1617
2025-04-09,469.7200,534.0800,469.7200,532.3200,15511
2025-04-08,498.1000,513.9000,477.2300,483.0600,14746
2025-04-07,471.9600,502.5200,464.6900,495.5200,26146
2025-04-04,516.1200,519.1000,496.6700,498.3200,16936
2025-04-03,533.8600,534.5000,520.9200,521.4600,11980
2025-04-02,553.7800,556.8600,548.2000,552.5600,3514
2025-04-01,550.2800,556.2600,548.5800,552.9600,3095
2025-03-31,543.6600,549.9200,539.9800,549.9200,7004
2025-03-28,559.5800,561.5400,548.0000,548.0000,5176
2025-03-27,563.4000,564.8000,560.6200,562.1000,2722
2025-03-26,568.7800,570.6400,564.3400,564.3400,2604
2025-03-25,567.3200,569.6200,566.6600,569.6200,844
2025-03-24,560.0400,567.2000,560.0000,566.1800,1417
2025-03-21,554.9000,555.3000,550.8000,554.9400,2532
2025-03-20,556.9400,560.7800,553.6800,553.8800,2706
2025-03-19,547.1200,553.9400,546.8200,553.9400,2223
2025-03-18,550.9000,551.5200,544.0400,546.0800,4175
2025-03-17,547.2000,554.1000,547.2000,552.6200,4508
2025-03-14,544.4200,550.0200,543.3200,550.0200,4494
2025-03-13,545.3400,549.1800,539.8400,540.5800,5174
2025-03-12,543.9000,550.2600,540.9400,545.7200,8302
2025-03-11,550.2400,550.2400,538.4400,544.2000,21069
2025-03-10,563.1200,563.1400,547.7800,551.3400,22756
2025-03-07,563.6000,566.7400,556.7800,565.2400,14778
2025-03-06,573.9800,573.9800,563.1000,564.5800,12417
2025-03-05,580.8400,580.8400,566.7800,575.9600,11144
2025-03-04,594.7200,594.7200,579.9800,583.4200,17341
2025-03-03,609.3200,609.3200,591.8200,591.8200,10433
2025-02-28,599.2200,601.8200,598.1000,600.0200,49
2025-02-27,606.9200,607.9200,600.0000,600.0000,3257
2025-02-26,603.9800,606.8000,602.2800,602.2800,4915
2025-02-25,607.1800,607.1800,598.4800,602.3600,6524
2025-02-24,611.4800,613.5200,608.2200,610.4200,5719
2025-02-21,619.3800,621.7000,613.0000,613.2800,3533
2025-02-20,624.1400,624.3600,617.1200,617.5400,4370
2025-02-19,622.8400,626.1400,622.4400,626.1400,2675
2025-02-18,622.5000,623.9000,620.6200,621.8400,220
2025-02-17,620.1400,621.1800,619.6400,621.0800,145
2025-02-14,621.0400,621.2600,617.5800,617.9200,641
2025-02-13,616.0400,620.3800,615.5400,620.0800,52
2025-02-12,621.6600,621.6600,617.0200,618.5200,226
2025-02-11,622.7800,623.0200,621.1200,622.5000,58
2025-02-10,622.0200,624.7200,621.5400,624.2600,257
2025-02-07,621.2000,623.4000,620.3600,621.5200,93
2025-02-06,620.4800,622.5600,620.3000,620.4400,581
2025-02-05,613.9600,616.2400,611.5600,615.6800,194
2025-02-04,617.7200,617.7200,613.4800,617.0000,2923
2025-02-03,616.4400,619.9600,613.5600,619.9600,13923
2025-01-31,621.0600,624.9600,619.9200,619.9200,4158
2025-01-30,617.0200,618.9800,614.4000,617.9600,2564
2025-01-29,618.1200,619.5600,614.3000,614.4000,3522
2025-01-28,610.4400,618.0200,609.9600,618.0200,4584
2025-01-27,610.6000,610.6000,599.4400,606.6400,14840
2025-01-24,618.6600,619.6000,616.5000,617.0800,2488
2025-01-23,619.9000,621.3800,618.7200,621.2200,2309
2025-01-22,618.3800,621.4000,616.6600,620.3000,5074
2025-01-21,615.1000,618.0600,613.9400,615.4800,4404
2025-01-20,617.0600,618.0600,613.8400,615.0800,9275
2025-01-17,613.1800,620.0400,612.9600,620.0400,389
2025-01-16,615.4400,615.9000,611.9600,612.2800,4242
2025-01-15,601.5400,613.5400,601.5400,613.5400,3743
2025-01-14,606.2800,606.7600,599.4800,603.2800,6958
2025-01-13,602.7400,603.9600,599.2200,603.9600,7667
2025-01-10,608.5400,608.5800,602.7600,603.6800,4892
2025-01-09,608.0600,608.9200,607.2600,608.9200,5724
2025-01-08,607.1800,609.7200,604.8400,607.6400,8471
2025-01-07,608.2200,611.5800,606.3200,607.6600,6394
2025-01-06,611.9200,614.3600,609.0800,611.4800,7675
2025-01-03,607.5000,612.0800,605.4400,611.1000,4358
2025-01-02,603.8600,611.4600,602.7600,602.7600,8999
2024-12-30,606.8200,607.0200,601.2600,601.2600,4649
2024-12-27,613.4200,613.4200,604.2000,604.9600,5950
2024-12-23,606.7000,608.0800,603.7200,607.2600,12570
2024-12-20,598.6800,607.2800,593.3800,605.6200,8158
2024-12-19,598.8800,604.4200,598.4600,603.9800,11095
2024-12-18,611.1400,614.3400,601.3200,603.5800,5990
2024-12-17,612.0600,613.0400,609.6800,610.9200,186
2024-12-16,611.3200,614.1600,610.2000,614.1600,154
2024-12-13,614.7200,614.8000,609.9600,611.3800,3466
2024-12-12,613.0400,615.4600,611.6200,613.3000,2689
2024-12-11,609.6400,615.0200,609.5000,615.0200,3948
2024-12-10,607.3800,611.8200,607.3000,607.3000,1927
2024-12-09,611.9200,611.9200,606.9000,608.3000,5183
2024-12-06,608.2600,611.7000,607.8200,611.0800,3211
2024-12-05,612.0200,612.7600,609.3200,610.5400,4735
2024-12-04,610.1800,614.0000,610.0000,610.5200,3763
2024-12-03,611.4200,611.4200,608.0800,609.8000,3653
2024-12-02,606.2200,611.5600,606.2200,610.2000,9949
2024-11-29,601.7200,607.0400,601.7200,604.8000,5547
2024-11-28,603.4000,604.3800,603.0800,603.7400,4306
2024-11-27,608.3800,608.3800,599.4600,600.8000,3816
2024-11-26,605.6800,608.9600,603.0200,608.9600,2790
2024-11-25,605.7200,607.7600,603.6000,604.4800,5932
2024-11-22,601.7200,607.4600,601.5800,606.9600,3099
2024-11-21,593.4600,602.5600,593.1200,602.5600,4025
