timestamp,open,high,low,close,volume
2025-03-21,11.1380,11.1580,11.0860,11.1400,0
2025-03-20,11.1640,11.2080,11.1160,11.1180,28965
2025-03-19,11.0800,11.1520,11.0520,11.1140,64815
2025-03-18,11.1340,11.1340,11.0060,11.0280,103972
2025-03-17,11.0480,11.1740,11.0420,11.1740,143699
2025-03-14,10.9240,11.0600,10.9240,11.0420,107319
2025-03-13,10.8820,10.9940,10.8460,10.8940,63430
2025-03-12,10.8720,10.9760,10.8700,10.9320,137221
2025-03-11,11.0700,11.0700,10.7640,10.8480,482424
2025-03-10,11.2780,11.2780,10.9940,11.0380,327893
2025-03-07,11.2340,11.2440,11.1040,11.2440,213598
2025-03-06,11.4320,11.4480,11.2400,11.3000,293958
2025-03-05,11.5080,11.5100,11.3240,11.4500,233882
2025-03-04,11.7320,11.7320,11.4820,11.5380,392278
2025-03-03,12.0060,12.0060,11.7200,11.7260,153390
2025-02-28,11.7900,11.9080,11.7900,11.8460,89376
2025-02-27,11.9640,12.0140,11.8340,11.8340,34070
2025-02-26,11.9420,12.0060,11.9100,11.9100,40626
2025-02-25,11.9940,11.9940,11.8740,11.9080,53389
2025-02-24,12.0540,12.0940,11.9880,12.0380,58366
2025-02-21,12.1860,12.2320,12.0780,12.0780,57357
2025-02-20,12.2080,12.2440,12.1140,12.1140,43616
2025-02-19,12.1760,12.2320,12.1720,12.2320,67506
2025-02-18,12.1560,12.1940,12.1460,12.1660,274
2025-02-17,12.1300,12.1480,12.1160,12.1260,2963
2025-02-14,12.1180,12.1240,12.0580,12.0580,1400
2025-02-13,12.0420,12.1180,12.0060,12.0940,1482
2025-02-12,12.1280,12.1280,12.0100,12.0100,2608
2025-02-11,12.1580,12.1580,12.1040,12.1440,5490
2025-02-10,12.1600,12.1940,12.1280,12.1820,1713
2025-02-07,12.1420,12.1700,12.1020,12.1260,446
2025-02-06,12.1320,12.1680,12.1240,12.1240,5217
2025-02-05,11.9760,12.0820,11.9660,12.0540,3536
2025-02-04,12.0580,12.0580,11.9740,11.9980,38901
2025-02-03,12.0080,12.1060,11.9920,12.1060,83543
2025-01-31,12.1560,12.2240,12.0960,12.0960,36246
2025-01-30,12.1080,12.1320,12.0360,12.0960,36488
2025-01-29,12.1660,12.1700,12.0500,12.0640,36723
2025-01-28,12.0520,12.1080,12.0080,12.1000,47184
2025-01-27,12.0860,12.0860,11.8920,11.9540,134735
2025-01-24,12.2660,12.2660,12.1800,12.1800,49576
2025-01-23,12.2960,12.2960,12.2320,12.2400,23774
2025-01-22,12.2540,12.2860,12.2340,12.2740,55481
2025-01-21,12.1600,12.2380,12.1600,12.2000,164
2025-01-20,12.2520,12.2520,12.1640,12.1680,3628
2025-01-17,12.0980,12.2760,12.0980,12.2760,83738
2025-01-16,12.1380,12.1500,12.0940,12.1040,35927
2025-01-15,11.9000,12.0800,11.8940,12.0800,67113
2025-01-14,11.9340,11.9720,11.8380,11.9180,49481
2025-01-13,11.8920,11.8920,11.7840,11.8900,80735
2025-01-10,12.0020,12.0020,11.8500,11.9320,1
2025-01-09,11.9900,12.0100,11.9760,11.9860,63563
2025-01-08,11.9700,12.0320,11.9560,11.9800,51752
2025-01-07,12.0220,12.1100,11.9820,12.0100,92611
2025-01-06,12.0960,12.1460,12.0740,12.0900,127997
2025-01-03,11.9920,12.0600,11.9480,12.0420,71767
2025-01-02,11.9340,12.0340,11.9000,11.9580,113159
2024-12-30,11.9800,11.9800,11.9320,11.9320,98711
2024-12-27,12.1060,12.1060,11.9260,11.9880,87715
2024-12-23,12.0080,12.0080,11.9100,11.9880,74328
2024-12-20,11.8840,11.9720,11.7400,11.9600,110985
2024-12-19,11.9860,12.0320,11.9300,11.9780,108948
2024-12-18,12.1960,12.2240,12.1120,12.1120,102792
2024-12-17,12.1800,12.2040,12.1500,12.1660,48630
2024-12-16,12.2080,12.2400,12.1940,12.1940,77582
2024-12-13,12.3040,12.3040,12.1940,12.2040,58891
2024-12-12,12.2740,12.3180,12.2600,12.3020,45067
2024-12-11,12.2400,12.3280,12.2400,12.3280,39231
2024-12-10,12.1960,12.2900,12.1960,12.2540,48034
2024-12-09,12.3020,12.3260,12.2200,12.2460,80795
2024-12-06,12.2540,12.3100,12.2500,12.2860,35728
2024-12-05,12.3000,12.3360,12.2680,12.2920,62258
2024-12-04,12.2700,12.3460,12.2580,12.2960,41477
2024-12-03,12.3140,12.3160,12.2500,12.3060,54649
2024-12-02,12.2160,12.3260,12.2160,12.3240,108853
2024-11-29,12.1520,12.2040,12.1000,12.1720,66965
2024-11-28,12.1000,12.1580,12.1000,12.1340,33940
2024-11-27,12.1360,12.1560,12.0380,12.0540,68253
2024-11-26,12.1840,12.2140,12.1360,12.2140,47875
2024-11-25,12.2720,12.2720,12.1860,12.2080,65097
2024-11-22,12.1260,12.2660,12.1260,12.2520,49739
2024-11-21,11.9540,12.1300,11.9100,12.1240,34711
2024-11-20,11.9560,11.9680,11.9000,11.9240,1719
2024-11-19,11.9120,11.9180,11.8020,11.9020,31950
2024-11-18,11.9220,11.9220,11.8500,11.8800,64902
2024-11-15,11.9620,11.9620,11.8320,11.8360,65393
2024-11-14,12.0220,12.0980,12.0000,12.0280,52929
2024-11-13,11.9460,12.0340,11.9180,12.0340,43303
2024-11-12,12.0200,12.0340,11.9560,11.9560,57715
2024-11-11,11.9180,12.0600,11.9180,12.0500,103676
2024-11-08,11.8060,11.9180,11.7300,11.9180,58797
2024-11-07,11.6800,11.7420,11.6660,11.7240,53239
2024-11-06,11.6000,11.7940,11.6000,11.7120,0
2024-11-05,11.2140,11.3200,11.2140,11.3200,87261
2024-11-04,11.2420,11.2660,11.1900,11.2580,80788
2024-11-01,11.2100,11.3260,11.1800,11.2720,33742
2024-10-31,11.3420,11.3420,11.1960,11.2040,72939
2024-10-30,11.4500,11.4500,11.3780,11.3860,45544
2024-10-29,11.4840,11.5000,11.4660,11.4940,26829
2024-10-28,11.5500,11.5500,11.4820,11.4940,57609
2024-10-25,11.4560,11.5340,11.4520,11.4780,28542
2024-10-24,11.5300,11.5300,11.4260,11.4460,44867
2024-10-23,11.5100,11.5100,11.3880,11.4260,39085
2024-10-22,11.4920,11.5100,11.4500,11.5100,39805
2024-10-21,11.5380,11.5460,11.4740,11.5060,67187
2024-10-18,11.5200,11.5460,11.5040,11.5300,45533
2024-10-17,11.5220,11.6200,11.5140,11.5720,39639
2024-10-16,11.4600,11.5280,11.4280,11.5280,52679
2024-10-15,11.5780,11.5780,11.4580,11.4660,67514
2024-10-14,11.4460,11.5860,11.4260,11.5860,82825
2024-10-11,11.3840,11.4400,11.3520,11.4080,39154
2024-10-10,11.4100,11.4420,11.3620,11.4100,9678
2024-10-09,11.3160,11.4140,11.3160,11.4140,40109
2024-10-08,11.2180,11.3160,11.2140,11.2980,24084
2024-10-07,11.3160,11.3160,11.2580,11.2580,105640
2024-10-04,11.2160,11.3460,11.2160,11.3040,53826
2024-10-03,11.2080,11.2360,11.1760,11.1880,19415
2024-10-02,11.2140,11.2700,11.1840,11.2160,72913
2024-10-01,11.3020,11.3420,11.1940,11.2000,62221
2024-09-30,11.2640,11.2640,11.1700,11.2040,36147
2024-09-27,11.2700,11.2800,11.2300,11.2300,46584
2024-09-26,11.3040,11.3240,11.2260,11.2260,93893
2024-09-25,11.1560,11.2060,11.1560,11.1900,15644
2024-09-24,11.2100,11.2100,11.1340,11.1740,20265
2024-09-23,11.1320,11.1720,11.1100,11.1340,38782
2024-09-20,11.1680,11.1780,11.0600,11.0780,44747
2024-09-19,11.1220,11.2120,11.1220,11.2120,44086
2024-09-18,11.0740,11.0740,11.0280,11.0420,17448
2024-09-17,11.0960,11.1440,11.0620,11.0780,45857
2024-09-16,11.0920,11.0920,11.0480,11.0680,43167
2024-09-13,11.0140,11.0840,11.0140,11.0840,14078
2024-09-12,11.0480,11.0560,10.9780,11.0560,13969
2024-09-11,10.8560,10.9000,10.7720,10.9000,42125
2024-09-10,10.8020,10.8460,10.7740,10.8220,38894
2024-09-09,10.7020,10.8260,10.7020,10.8080,54521
2024-09-06,10.7160,10.8300,10.6220,10.6480,36062
2024-09-05,10.8740,10.8800,10.7660,10.8180,26596
2024-09-04,10.8340,10.9000,10.8340,10.8560,55832
2024-09-03,11.1240,11.1320,10.9760,10.9760,83186
2024-09-02,11.1220,11.1220,11.0720,11.0960,36760
2024-08-30,11.0360,11.0700,11.0260,11.0340,26245
2024-08-29,10.9660,11.0800,10.9640,11.0600,26644
2024-08-28,10.9960,11.0240,10.9460,10.9540,35249
2024-08-27,10.9400,10.9640,10.9140,10.9400,32617
2024-08-26,10.9900,11.0220,10.9380,10.9440,32350
2024-08-23,10.9320,10.9920,10.9160,10.9220,36381
2024-08-22,10.9800,11.0000,10.9000,10.9000,26153
2024-08-21,10.9220,10.9500,10.9000,10.9160,107549
2024-08-20,11.0000,11.0000,10.9000,10.9000,28513
2024-08-19,10.9000,10.9300,10.8840,10.9300,87352
2024-08-16,10.9360,10.9380,10.8680,10.9140,28428
2024-08-15,10.7320,10.9080,10.7200,10.9080,34249
2024-08-14,10.7200,10.7200,10.6500,10.7080,63434
2024-08-13,10.6080,10.6740,10.5520,10.6740,61858
2024-08-12,10.6080,10.6080,10.5360,10.5420,69877
2024-08-09,10.5200,10.6060,10.5080,10.5820,43762
2024-08-08,10.3140,10.5220,10.2740,10.5220,76765
2024-08-07,10.5320,10.5600,10.4300,10.4300,82844
2024-08-06,10.4220,10.5000,10.3220,10.5000,192377
2024-08-05,10.2480,10.3780,10.0640,10.2840,350372
2024-08-02,10.8080,10.8100,10.4680,10.4940,114978
2024-08-01,11.1580,11.1580,10.9220,10.9220,55201
2024-07-31,11.0320,11.1440,11.0320,11.1440,41089
2024-07-30,10.9920,11.0220,10.9160,10.9240,19923
2024-07-29,10.9780,11.0180,10.9420,10.9680,48154
2024-07-26,10.8400,10.9420,10.8400,10.9420,22326
2024-07-25,10.8160,10.8980,10.7700,10.8580,71776
2024-07-24,11.0060,11.0140,10.8980,10.9020,55939
2024-07-23,11.0600,11.1480,11.0600,11.0880,23910
2024-07-22,10.9760,11.0600,10.9760,11.0600,48642
2024-07-19,11.1120,11.1120,10.9500,10.9500,182
2024-07-18,11.1360,11.1700,11.0580,11.0880,24415
2024-07-17,11.2140,11.2160,11.1080,11.1340,28469
2024-07-16,11.2020,11.2640,11.1780,11.2280,28973
2024-07-15,11.2000,11.2520,11.1880,11.1880,103616
2024-07-12,11.1560,11.2600,11.1200,11.2600,52671
2024-07-11,11.2080,11.2220,11.1520,11.1600,34060
2024-07-10,11.0940,11.2280,11.0940,11.2280,64928
2024-07-09,11.0960,11.1300,11.0900,11.1200,27739
2024-07-08,11.0340,11.0960,11.0340,11.0960,75596
2024-07-05,11.0720,11.0720,11.0220,11.0440,35162
2024-07-04,11.0640,11.0860,11.0400,11.0420,35352
2024-07-03,11.0200,11.0820,10.9920,11.0420,59400
2024-07-02,10.9900,10.9900,10.9100,10.9860,42717
2024-07-01,10.9940,10.9940,10.9520,10.9900,59165
